name	type	fake	cs	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10
brahma	whisky	a	334.563338040991	1	0.00676653104565978	0.093481844670781	0.013742883049816	0.023818570544696	0.00859227468375904	0.00318357058844889	0.00515850162157753	-0.000726282422149506	0.00472872914270967	0	-0.000190065194012187	0.000330623122012794	-0.0005191748860425	0.000106744629443323	-9.21890488005516e-05	5.6046862951977e-07	6.26850312335011e-06	-0.000196013229689322	0.000133443135584975	0	-0.00163757109641414	-0.00393689548878743	0.00540809620922533	-0.00125940732537591	-0.0039944019325272	0.00326858244711857	0.000479226921954752	-0.00132186134274887	0.000722573643933812	0.293712038805054	-0.0460292749224768	0.0524029152201095	-0.0357685930029066	0.039995162638156	0.0115691684874188	0.0154457290170258	0.00132780895853212	0.00178601697824535	0.00678901686324732
caney	whisky	a	306.710774121336	1	0.00736884426703395	0.0954284742502274	0.0144976526814647	0.022207326142459	0.00666595500199357	0.00355270909098181	0.00701016588388529	0.00121494878562596	0.00387341688132135	0	0.000501201262303298	-0.000385129345445891	0.000333391796537918	-0.000289990348227846	7.35020653007595e-05	-0.000495205420008029	8.53669457193691e-05	-0.000414336309285027	0.000166742011305149	0	0.00123982768773321	-0.000284565050800575	0.000375782456605558	-4.01780201522151e-05	0.00046998048128748	0.00025181661886313	0.000630007216578693	0.00048372120617073	-0.00034430947429086	0.304623479559388	-0.0706912936901665	0.050628050939582	-0.0114006334587328	0.0438329681445558	0.00448569069028512	0.00959778859317694	0.00160297576361684	0.00824597106594436	0.0114642827026307
chimay	whisky	a	219.890176893853	1	0.0165351353296331	0.0757170476319115	0.0273698864583519	0.00987697842415882	0.0143061218061741	-0.00474128786456929	0.00781403737536018	-0.0021126606340387	0.00220430106425891	0	0.000184362948127747	0.000419610735426453	0.000322790085006816	-2.90671367497932e-05	0.000557336017243514	0.000105951747298755	0.000620919218437217	0.000144164401651292	0.000171522284254825	0	-0.00375760795753414	-0.0017973565864467	-0.00212792381489293	-0.000466338671815442	-7.4248269896285e-05	-8.09645253117108e-05	0.000994666737480382	-0.000566005341711874	0.000229201115680393	0.415684146016255	-0.0935611715990126	0.046926030500438	-0.0192494357473587	0.0396533214848069	0.0173174378358862	0.0104444582721697	0.0104067305175268	0.00264045469273125	0.0125908652618663
corona	whisky	a	244.517260753727	1	0.0074862789397999	0.0961697718979997	0.0122017657371895	0.0228874068960798	0.00728145605992301	0.00550458882882009	0.00785241104098986	0.000876718946923322	0.00442015283212725	0	-0.000358672449606945	1.71105486602707e-05	-0.000550105742873766	-0.000190742528879273	-0.000425628740059771	-0.000214701281856887	-0.000193110684574095	-0.000304849925612158	-0.000206549878329387	0	-0.00165286387643402	0.00157330178140616	0.000489728078382732	0.000186770761067716	0.000688873553327527	0.000314535520576173	0.000518904175296472	0.000341935540952079	-4.42711184071904e-05	0.274592079764157	-0.0575512072801818	0.0515087797031429	-0.0112529542786699	0.0368935094818216	-0.00466498619683698	0.00946500172629366	0.000183808454394316	0.0120730320777184	0.00834683095952566
deusventrue	whisky	a	277.222528815377	1	0.0196275379675256	0.0928176079541068	0.0223095329383462	0.0152649211731572	0.0148579528889579	0.00252145097558225	0.0113919039722056	-0.00173396461957423	0.00620831916075671	0	0.000177498465301352	-8.32684493231899e-05	-0.00140337319261819	-0.000324018001182207	-0.000933004676187991	0.000651569207095595	-0.000835442265509292	2.28749875694197e-05	-0.000608001179366145	0	0.00155277517629703	0.000770632901377233	-0.00141644755959141	0.00146337709498117	0.000905512265125705	-0.00028349231349866	-0.001443909561288	5.14920955598088e-05	0.000498357154262542	0.314966073275411	-0.119643629147784	0.055299003504898	0.00713505975054545	0.0386186528988035	-0.00087705104585451	0.0135691922794234	0.00767577955455273	0.00347456992210641	0.00602262636161365
duvel	whisky	a	209.911346753702	1	0.0221777706602018	0.0689559842010082	0.0335455986107059	0.00931668346250055	0.0211315411488491	-0.00168712875714033	0.0110255018011416	-0.000104290571852883	0.00170420438338026	0	-0.000419878244736611	7.44763812302391e-05	-0.000662709473532175	6.10793961879507e-05	-0.000474698508138551	0.000245095899263231	-0.000167653235798081	0.000151250005414184	6.98696487215059e-05	0	0.000287212763120529	-5.42239249073621e-06	-0.000778571669127416	0.000317899831878266	0.000221925305093143	0.000543837734274464	-3.51889969822675e-06	4.72718147696657e-05	0.00085189899010153	0.449617207459398	-0.0917003314946395	0.0508007078622659	-0.0240183062043298	0.0303686842501223	0.0148679590017688	0.00764221333822721	0.0154756340179806	0.00600203295126304	0.0143182456803076
franziskaner	whisky	a	266.915660468108	1	0.0073146685759144	0.0911000255187846	0.012949123911023	0.023136783644215	0.010558957694881	0.00458133985285839	0.0069271015324576	-0.000579392240506652	0.0045217266424801	0	-0.000836791109971453	-0.000350842866522819	-0.000698318635966541	-0.000189419941526099	-0.000517016500920104	5.9884194817984e-05	-0.000381048403712947	5.13343568760998e-05	-0.000340735642692208	0	-0.00125386761421191	0.000347650643314331	0.00100462100292411	0.0010543836131817	0.000243341204557136	0.000952667179164542	0.000866247580886222	0.00040527977876585	0.000230756642049259	0.300273388455403	-0.0563715432927947	0.044116269602832	-0.0302829969824956	0.0301485007562839	0.00126621844222042	0.0174845067454703	0.00474556108200748	0.00677873435461204	0.00721528542963579
grimbergen	whisky	a	250.977640106725	1	0.00952271277764425	0.0857364077749688	0.0197487977141529	0.0128781257671075	0.00848533800217483	-0.00219579020497236	0.00821365600138167	-0.00157740407641822	0.00263462475133722	0	-0.000447852516693505	-0.000157535082096066	0.000155467579612136	5.25742744885272e-05	0.000113260935930715	-6.84879120246333e-05	-9.28981663943049e-05	2.53287949755842e-05	0.000165538373091875	0	0.00170087531106784	-0.000145247359005087	0.000433293531526486	-0.000641704144959567	-0.00140367101398999	0.000185042829915905	0.000199025222840667	-0.00042358114208335	-0.000104715150107443	0.365191864652043	-0.0906589678792847	0.0508220961780533	-0.0102425941637667	0.0431736851887693	0.00710008499224947	0.00625317865399607	0.00769658201166899	0.00909993485907221	0.0139353110385519
guiness	whisky	a	239.550879102932	1	0.0095895701342379	0.0882504140342979	0.0226892581961784	0.0177707666179213	0.0106958234225007	-0.00151957306871254	0.00855072697377713	0.000209377184409802	0.00601638303282559	0	4.37906476331509e-05	-0.000328457469853306	-0.000167724240265221	-0.000581764795178292	-0.000285366810547725	-0.000562086654654245	-0.000149646323040177	-0.000466224572937845	-0.000190567271450852	0	-0.000508837771774177	0.0016282582773857	5.02591560752617e-05	8.51611505771233e-05	0.000594738519952876	-0.000385609906921007	0.00024268916581756	2.57855863899551e-05	-0.000405722961804833	0.350599677715597	-0.0819650777473415	0.0442291444990066	-0.0226146376524894	0.0433097150380897	0.00954378379454866	0.00954988133597042	0.00172492037177976	0.00175185005286731	0.013609735648983
hoegardeen	whisky	a	325.117433496993	1	0.00959800320873108	0.0918643514591686	0.0139370228213891	0.0201367243564192	0.00895296192863112	0.00240349123427092	0.00750750303967609	-0.00123472093475295	0.00468925965641385	0	-1.40230558493084e-05	0.000380365617932831	0.000328581225938189	0.000481376594265244	0.000369121270706977	0.000530920412100492	0.000346206213085747	0.000455783720893327	0.000420544421781046	0	-0.00253810206407036	0.000662721351766529	-0.00148184656827223	-0.000653609875333739	-0.000509109240096833	-0.000687248260722423	-0.000408987593845917	-0.000209322188440269	-8.16601863604841e-05	0.294570838641809	-0.069210014009614	0.0508027471988294	-0.0126779398501759	0.0414619648071119	0.00260119586200836	0.0126781452986404	0.00285286635642852	0.00793205898114762	0.00766115009119055
jupiler	whisky	b	298.332912543156	1	0.00815235979473014	0.0959508305538431	0.0120695735550522	0.0235499856026118	0.00748469236920622	0.00552703780872373	0.0065970109054398	0.00107313140425924	0.00414488919471028	0	0.000183134473237691	-0.000182772667324244	-4.54020272009592e-05	-0.000124245575964541	-5.19888530418046e-05	-0.000228995406178227	-8.07310114849018e-05	-0.000220345325320538	-0.000151483667951988	0	0.000987719801153231	-8.22335052225091e-05	0.000128620387562022	0.000424230710485761	0.000190310114197353	-0.000151232170838202	0.000348679442348184	0.000342659040033274	0.000147644874573776	0.287249926129035	-0.0683518751943684	0.0505809006960433	-0.011055591414069	0.0410950291740853	0.00221564972408985	0.0116031138719132	0.00349694890184757	0.00802907598318386	0.00752327119671275
kingfisher	whisky	b	219.752985955536	1	0.00778854637428416	0.0945939063841805	0.0134660506133692	0.0245714277758991	0.00922977324318024	0.0059527871961571	0.00677851727869839	0.00116980872864383	0.00449847207576145	0	-0.000164407440131076	-0.000305941216093597	-0.000175184093251064	3.01478200281346e-05	0.000213221967401059	0.000414484569530832	1.32488054471767e-05	0.000199132898612353	0.000180223828450839	0	0.000835589341848901	-0.00219332234787282	-0.00098539011627817	0.00120008912919693	4.03957809585527e-05	-0.000224608327691903	-0.000668264949211875	0.000126752587439653	0.000256554139112107	0.303873205243318	-0.069301739072107	0.0436699162249946	-0.0218888500505671	0.0330858523436034	0.00204608748610312	0.0114939368607733	0.00392243756402837	0.00697466265340081	0.00682614634654099
latrappe	whisky	b	263.62689448578	1	0.0184765614240555	0.0603546986934039	0.0397456769804007	0.0104933869441392	0.0263797177610893	-0.00579503722975101	0.00595499895425927	-0.00546309792124932	-0.000114065082494944	0	0.000216481558064016	0.000180308224330314	0.000546803773652894	0.000230376048846791	0.000505395855560977	0.000260339925658296	0.000182964103605942	0.000210665129053213	-0.000144774889144329	0	0.00202647594293677	0.000610949817921266	-0.00015182990602074	-0.000210072467744329	0.000468049590783119	0.000190726799319618	-0.000138608302708061	-4.35198534616255e-06	-5.63761416438062e-05	0.4672257313271	-0.0874355260277659	0.0440170483315332	-0.0388105306083677	0.0280956902415781	0.0244419554612593	0.0216378148560727	0.0204539979763537	-0.000144115857969604	0.00746849839479849
lindemanskriek	whisky	b	253.383034056197	1	0.0124061032742773	0.0928929436362302	0.0177384524942198	0.0206321518422288	0.0109496554766813	0.00334288802678764	0.00838109638340048	-0.000170733189466443	0.00505062853189373	0	0.00041002494983969	0.000220804518406377	0.000279126891078332	-0.000207698649614552	-0.000131259539333125	-0.000136799884170066	4.87177437303662e-05	-4.78897324865042e-05	-0.000212040283027256	0	-0.00173634829017531	0.00146573365562923	-0.00151340285399704	0.000272152456736708	-0.000859352602048342	-0.000190570870736762	0.000140297022404252	-0.00046914854975754	0.000626255134852647	0.300811224845537	-0.083894463514724	0.0478365158729896	-0.0138883951698681	0.0415798249856609	0.00249622988207783	0.0122229419017986	0.00535317694403982	0.00627235533049994	0.00749480718556953
nicechouffe	whisky	b	213.496766711818	1	0.0151675627614917	0.0905803704783307	0.0209497116973975	0.0200074166450554	0.0143451646258213	0.00262149196134791	0.0102883043323372	-0.000491364582623651	0.00658285599275856	0	0.000549515768183374	-2.0421674107219e-05	0.000249285371236382	0.000217134449306219	0.000215529670179567	0.00016212487138959	0.000146337189508938	0.000248805624832103	8.03435267076472e-05	0	-0.000546707079031198	0.000279921119133109	-0.00045771279954898	-0.000403388658084048	-0.00036740076810229	-0.000158292134948302	-0.000389891668145149	-0.000208410156599569	0.000420780773074878	0.312745290000575	-0.0910259100853481	0.0439344626558509	-0.0199270589576555	0.037796952762984	0.00331472503107083	0.0124770367808521	0.00664251820478296	0.00515319276916686	0.00780473546805651
pecheresse	whisky	b	284.533786481003	1	0.0084364756781554	0.0940939977660844	0.0118116724577915	0.0222211762293707	0.00796041075905598	0.00469540320089316	0.0066695916019731	4.01514417078949e-05	0.00424665607339521	0	0.000218195856316759	-7.31183273931674e-05	0.000287964817962695	3.07290750125055e-05	0.000150358198978416	2.875235455674e-05	0.000275948191126432	1.4812509874777e-05	0.000143312967660921	0	0.00179610394013656	-0.000320638340659394	-0.000133885674688457	-0.000316515401094149	-0.000679866340381441	-0.00018576628160466	-0.000507067395624974	-0.000269126322179115	-0.000569377242380795	0.287791770062148	-0.070535187107117	0.0518096796659136	-0.00932056848225152	0.040900012633853	0.0024712967074567	0.0146847590876505	0.00561237645879423	0.0084044229208308	0.00650785137414221
sierranevada	whisky	b	216.560141932455	1	0.0150381069860451	0.0820870839861468	0.0264738167205629	0.0136975431136277	0.0138699241484771	-0.00438287691247579	0.00927593191603036	-0.0014656461523978	0.00595555861365816	0	-0.000208982643150472	-0.000384711658499539	0.000225475180007363	-0.000158276097417434	0.000320177331251939	-0.000250659430564329	0.000140654199143549	-0.000188857705714283	6.80623279484946e-05	0	0.000937062000299855	-0.000754392903274199	0.000297271418239745	0.000490304875803185	0.000517572526252346	-0.000545091781050449	-0.000616930819712252	0.000168664283841356	0.000258333518456025	0.377303490790129	-0.0782510067094247	0.052349014588705	-0.0217052363036283	0.0398142524471795	0.0105763036878762	0.00897481581972322	0.00264040835248938	0.000367335973992199	0.0134247535040445
tanglefoot	whisky	b	235.18759998514	1	0.0187823462766852	0.0727550402610115	0.0384861571274131	0.00843929372308488	0.0181729329460172	-0.0108560295415917	0.00837013308546584	-0.0029883185755403	0.00521856544938545	0	0.000225746890479897	-0.000200939852146209	-0.000355649487089411	-0.000458942785727918	-0.000123172202448061	-0.000103022479918206	5.67386733184666e-06	-0.000275126112650971	-0.000300265641075803	0	-0.00074054472165342	0.000302880734206562	0.000633746585214796	0.000655646202073579	0.00105897984223991	0.000858512821677435	0.000574549271129503	0.000774052346396624	0.000407037306495462	0.407963586592914	-0.0980107248748812	0.0411026962591969	-0.0283744506921791	0.0430581816549526	0.0190202120712173	0.0104652985823961	0.00394307186028772	-0.003349317231074	0.0127603160172223
